,Title,Year,Id,Overview,TMDB_Id,Average_vote,Popularity,Revenue,Budget,Genre,Keywords,Cast,Director,Poster
53,Manjunath,2014.0,tt3056632,"Shanmugam Manjunath, an IIM student, who was killed for his stand against corruption and fuel adulteration.",316846.0,7.0,2.31,,,['Drama'],[],"['Divya Dutta', 'Seema Biswas', 'Asif Basra']",Sandeep A. Verma,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/q98d9y6FHRsosMLiPoUq7B9KKPx.jpg
54,Mastram,2014.0,tt3431714,Rajaram is a small town bank clerk who dreams of travelling to Delhi and becoming a reputed writer. His litterateur aspirations are supported by none except his wife Renu.,372084.0,3.7,2.233,,300000.0,['Drama'],"['marriage', 'masturbation']","['Tara Alisha Berry', 'Rahul Bagga']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/yANwS5NwTd0bsqZfyaKVQrCbch0.jpg
55,Yeh Hai Bakrapur,2014.0,tt3524410,The film's story revolves around the family of the Qureshis and their pet animal goat. Circumstances result in the goat acquiring rock star status in his village and beyond.,372121.0,3.5,2.242,,,"['Drama', 'Comedy']",[],"['Amit Sial', 'Vinay Varma', 'Anshuman Jha']",Janaki Vishwanathan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/9Q7sxjsgwNiJgoIiS58WVqE1aen.jpg
56,The Xposé,2014.0,tt3645014,"This is a dramatic chain of events in the most glamorous ,swinging era of Hindi films... the 1960s. It was a decade when film stars tasted success and carried their larger than life screen image on to real life with unbridled pomp and splendour. It was during this time that two ambitious films were made... Ujwal Nirmal Sheetal and Reena Mera Naam. The latter became a runaway hit while the former was struggling at the box office.",270417.0,4.8,4.546,,,"['Thriller', 'Drama', 'Crime']","['scandal', 'murder', 'desire']","['Irrfan Khan', 'Adil Hussain', 'Zoya Afroz']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/banahHkzFfTQlIriqTbmxw3xvRc.jpg
57,Children of War,2014.0,tt3369670,"Children of War is a movie based on the true events of the 1971 Genocide. Can we, in search of power, become animals? A genocide; neglected! The first use of rape as a weapon of war; undocumented! The lives of millions; unaccounted! The culprits; unpunished!",270567.0,4.7,3.519,,,"['Drama', 'History', 'War']","['rape', 'independence', 'war of independence', 'genocide', 'bangladesh']","['Tillotama Shome', 'Raima Sen', 'Victor Banerjee']",Mrityunjay Devratt,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/rQDaJNM9Qcv2UaZQfnUYEksyvta.jpg
58,Heropanti,2014.0,tt3142232,Two young people find love despite the violent landscape in which they live.,271200.0,5.784,7.601,10000000.0,4200000.0,"['Romance', 'Action']",[],"['Tiger Shroff', 'Prakash Raj', 'Kriti Sanon']",Sabbir Khan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/o5QOtVJvt5dtiJiJTjv1smiOgF6.jpg
59,CityLights,2014.0,tt0021749,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,901.0,8.285,25.856,4250000.0,1500000.0,"['Comedy', 'Romance', 'Drama']","['blindness and impaired vision', 'eye operation', 'operation', ""love of one's life"", 'suicide attempt', 'flower shop', 'flower girl', 'tramp', 'love', 'black and white', 'millionaire', 'silent film', 'blind girl', 'little tramp', 'feel good', 'comforting']","['Charlie Chaplin', 'John Rand', 'Harry Myers']",Theodore Reed,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg
60,Kuku Mathur Ki Jhand Ho Gayi,2014.0,tt2998196,"Kuku Mathur Ki Jhand Ho Gayi[1] is a 2014 Hindi comedy, romance, drama film directed by Aman Sachdeva and produced by Ekta Kapoor &amp; Bejoy Nambiar.Siddharth Gupta is playing the title role in the film.",316826.0,5.8,1.761,,,,[],"['Brijendra Kala', 'Simran Kaur Mundi', 'Pallavi Batra']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/sM98ShUfZF5PklKK94GDblfdRnW.jpg
61,Filmistaan,2014.0,tt2417560,"Sunny is struggling to make a living in the Bollywood industry. He takes a job as assistant director (the operative word being assistant) for an American documentary filmmaking team, but during filming in the Indian Rajasthan province he is kidnapped by Pakistani terrorists – and detained in a small village in Pakistan. The situation is delicate, but the villagers share Sunny's passion for Bollywood film, and little by little the hostage and the guardians come to understand each other. Eventually, Sunny lays a plan to escape with the help of the villagers.",161064.0,6.9,2.358,,,['Comedy'],[],"['Kumud Mishra', 'Inaamulhaq', 'Sharib Hashmi']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/2WpoYfif0kxQE9ibeXnLKIYCAn6.jpg
62,Holiday,2014.0,tt7328154,"Sascha, the young and beautiful trophy girlfriend of a Danish drug lord, arrives at his holiday villa in the seaside town of Bodrum, on the Turkish Riviera, where she is welcomed into his inner circle. Under the summer sun, she lives a carefree dream of luxury and fun until she meets Tomas, a Dutch traveler trying to discover himself.",490033.0,5.5,12.462,,,"['Drama', 'Crime']","['drug smuggling', 'black humor', 'turkey', 'drug lord', 'family holiday', 'physical abuse', 'duringcreditsstinger', 'woman director', 'summer holiday', 'seaside village', 'toxic relationship', 'turkish riviera']","['Yuval Segal', 'Vic Carmen Sonne', 'Thijs Römer']",Isabella Eklöf,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/5NU063sVE2Y3zNg8isOIG5RSrDL.jpg
63,Fugly,2014.0,tt3683702,The fun-filled and carefree life of four college friends comes to an abrupt end when they cross paths with a corrupt police officer.,281730.0,5.5,2.59,,,"['Comedy', 'Drama', 'Thriller']",[],"['Akshay Kumar', 'Salman Khan', 'Kiara Advani']",Kabir Sadanand,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/gK1d772yMqHjvBpMRVz1XWN5OTU.jpg
64,Machhli Jal Ki Rani Hai,2014.0,tt2208248,"It's not just a matter of one spirit, it's a matter of multiple possessions in one body.",415908.0,4.5,3.99,,,['Horror'],[],"['Murali Sharma', 'Hemant Pandey', 'Swara Bhasker']",Debaloy Dey,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/qEfUXaWvIEXiKdkfMAuAa12dukR.jpg
65,Humshakals,2014.0,tt3036740,"A comedy centered around three people who each have a lookalike of a lookalike, all with the same name.",273505.0,3.267,8.258,,,['Comedy'],[],"['Tamannaah Bhatia', 'Ritesh Deshmukh', 'Bipasha Basu']",Sajid Khan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/jl2BKSOuCH5g1a6Yt4FmbOujEe7.jpg
66,Ek Villain,2014.0,tt3175038,An ex-gangster re-enters the world of violence after his pregnant wife is murdered and torments the killer by capturing and releasing him again and again.,276935.0,6.5,11.367,1278108.0,,"['Action', 'Crime', 'Romance', 'Thriller']","['revenge', 'serial killer']","['Shraddha Kapoor', 'Ritesh Deshmukh', 'Shaad Randhawa']",Mohit Suri,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/7DZKm4N1WuOfjhWwxwmjUwwiTk3.jpg
67,Bobby Jasoos,2014.0,tt3359290,"A film that celebrates the aspiration of Bobby, who wants to become the number one detective in the old city area of Hyderabad.",272420.0,5.6,4.254,,,"['Drama', 'Action', 'Comedy']",['detective'],"['Vidya Balan', 'Ali Fazal', 'Tanvi Azmi']",Samar Shaikh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/pJrV232nBTrRO5Zgz2Vj9LjMtR2.jpg
68,Lekar Hum Deewana Dil,2014.0,tt3716142,"Set in uber cool South Mumbai, we follow the lives of DINOO (Armaan Jain) and KARISHMA (Deeksha Seth), their lifestyle and attitude... Young & restless who want to live life on their own terms! They are constantly frolicking around the city and painting the town red with their friends. When their exciting lives gets jolted with the pressure Karishma’s family is piling on to getting her hitched, she and her rebellious best friend, Dino, realize that its THEY who are in fact ‘made for each other’. Being the rulers of their destiny, they elope to forge a lifetime of love, fun and freedom. But they are yet to learn that life isn’t that simple. And sometimes who you love the most… can become the biggest problem. LHDD follows a year in the young and passionate lives of Dino and Karishma who go through friendship, disillusionment, shame, conflict and heartbreak until they realize true love. But they question is – will they make the same mistake...again??!",279871.0,7.3,2.078,,,"['Romance', 'Comedy']",[],"['Nikita Dutta', 'Deeksha Seth', 'Sudeep Sahir']",Arif Ali,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/hQfhMxdrbcZxzA5ieaPL1lMZOcu.jpg
69,Humpty Sharma Ki Dulhania,2014.0,tt3678938,"A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra'(wedding dress worth Rs. 2.5 Lakh), she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.",276928.0,6.31,11.854,,,"['Drama', 'Comedy', 'Romance']",[],"['Alia Bhatt', 'Ashutosh Rana', 'Varun Dhawan']",Shashank Khaitan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/kiqZEW6ZmFducXGeikKI5WcQZEI.jpg
70,Hate Story 2,2014.0,tt3619772,A young photographer from Mumbai uses her mind to play games with a prominent Hindu rightist leader.,282346.0,4.6,14.213,4600000.0,2300000.0,"['Drama', 'Thriller']","['politician', 'revenge', 'corrupt politician', 'rape revenge', 'erotic thriller', 'left for dead']","['Sunny Leone', 'Surveen Chawla', 'Jay Bhanushali']",Vishal Pandya,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/y5fg6O5ttxvh2wkMY1fUchLfZSL.jpg
71,Bazaar-E-Husn,2014.0,tt3854246,"Bazaar-e-Husn is a film based on Munshi Premchand's novel Bazaar E Husn. The story revolves around Suman, a courtesan. Brought up by an honest Police Inspector, Suman's life goes through all kinds of turmoil. From being harassed for dowry to becoming a victim of domestic abuse, Suman suffers a lot but at the end rises like a phoenix. How did a simpleton like Suman end up as a courtesan? How does she break free from all the difficulties in her life? Bazaar-e-Husn answers all these questions and more beautifully.",713215.0,0.0,2.581,,,,[],[],,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ikNVmen967j6eAOWKyH30wCyv8X.jpg
72,Riyasat,2014.0,tt2283894,"Riyasat is a story about the much loved Sahab played by the late Rajesh Khanna. Sahab has ruled for many years and has established his kingdom. People look up to him for everything. He has truly been the Godfather of the people of the city. But then, few people enter the city with malicious intent which Sahab is aware of. Obviously, Sahab protects his kingdom from evil eyes and thus starts a war which changes Saheb's life forever. Will Sahab protect his kingdom? Will Sahab win over the evils and emerge as a winner?",495599.0,0.0,4.806,,,['Crime'],[],"['Rajesh Khanna', 'Raza Murad', 'Vishwajeet Pradhan']",Ashok Tyagi,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/19qeZ3pcqoqAMCuMUlzhQCsSbXl.jpg
73,Amit Sahni Ki List,2014.0,tt3822600,"Amit Sahni is a young and quirky investment banker, who is searching for the woman of his dreams, correction- the woman of his LIST. After a painful break-up during his teenage days, Amit has noted down all the traits that he is looking for in the perfect woman or Miss Right and every time he goes out on a date, he secretly checks to see if his date matches to the list.",283311.0,6.0,3.28,,,"['Romance', 'Comedy']",[],"['Natasha Rastogi', 'Vir Das', 'Vega Tamotia']",Ajay Bhuyan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/vDKO5w1VCnwE2ZHaEZUbZZSAIPE.jpg
74,Pizza,2014.0,tt11271038,"The story of Gary Valentine and Alana Kane growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",718032.0,6.976,29.312,33300000.0,40000000.0,"['Drama', 'Comedy', 'Romance']","['high school', 'california', 'jealousy', '1970s', 'politician', 'coming of age', 'love', 'teenage love', 'young love', 'san fernando valley', 'pinball machine', 'child actor', 'young entrepreneur', 'closeted homosexual', 'brother brother relationship', 'jewish', 'age-gap relationship', 'period piece', 'lighthearted', 'teenager']","['Bradley Cooper', 'Sean Penn', 'Maya Rudolph']",Paul Thomas Anderson,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/7F8v5IzhgZSfyTSXpIxXE8d1u8v.jpg
75,Kick,2014.0,tt1250777,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",23483.0,7.125,46.032,96188903.0,28000000.0,"['Action', 'Crime']","['hero', 'secret identity', 'crime fighter', 'superhero', 'dark comedy', 'comic book', 'based on comic', 'murder', 'mafia', 'family', 'realism', 'mist', 'adventurer', 'rookie', 'young heroes', 'young adult', 'criminal heroes', 'heroes', 'pretending to be gay']","['Nicolas Cage', 'Chloë Grace Moretz', 'Mark Strong']",Annie Penn,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/8citjdBmjddZjlPsAHEyCKwGVvD.jpg
76,Entertainment,2014.0,tt3343784,"Set in the Mojave Desert, the film follows a broken-down comedian playing clubs across the Southwest, working his way to Los Angeles to meet his estranged daughter.",246133.0,5.6,8.394,,,"['Drama', 'Comedy']",[],"['Michael Cera', 'Dean Stockwell', 'Lotte Verbeek']",Rick Alverson,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/Lngl5wLUnY9qvNdVLH7TPAAKOx.jpg
77,Singham Returns,2014.0,tt2309764,"Owing to the wrongdoings affiliated with evils similar to black money, an honest but ferocious police officer returns as the Deputy Commissioner of Police with the prospect of wiping out injustice.",285803.0,5.988,8.021,,,['Action'],"['sequel', 'police officer', 'cop universe']","['Kareena Kapoor Khan', 'Ajay Devgan', 'Anupam Kher']",Rohit Shetty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/k8CDjZLYG8bCIuXWAg4gukxf0BE.jpg
78,Life is Beautiful!,2014.0,tt2298990,"The official synopsis for Life Is Beautiful says, ""It is a coming of age story of six youngsters, set in the beautiful nostalgic world of a working-middle class neighborhood. The film tracks their journey through the different seasons, festivals, romances, street cricket, colony fights, and family gatherings. With the beginning of responsibilities, and adulthood looming around the corner, their dreams and aspirations bring them all together, to make the whole experience magical. Life is Beautiful is a story about new beginnings. It is a celebration of life and its smaller joys",155730.0,6.4,4.997,,,"['Comedy', 'Drama', 'Family']",['coming of age'],"['Surekha Vani', 'Nag Ashwin', 'Vijay Deverakonda']",Sekhar Kammula,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/i8FjJHhhKHGzeONPkkJoBP8eEgD.jpg
79,Mad About Dance,2014.0,tt3814100,"Essentially a dance film, it focuses on the youth, their dreams, anxieties, disappointments and hopes for their future. The film is based in the quaint and beautiful university town of Sheffield and brings to light the stories of Asian students who leave their home and country and go to study abroad…Their struggles, their heartbreaks, their trials and triumphs…",339796.0,4.5,2.065,,,"['Music', 'Drama']",[],"['Mark Monero', 'Amy Maghera', 'Saahil Prem']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/5AzQTuwzYsXQJBicL2gCnWfutzP.jpg
80,Mardaani,2014.0,tt3495000,A Mumbai police officer's search for a missing teenage girl leads her to the depraved world of child trafficking. What follows is a cat-and-mouse game between the officer and a ruthless mafia kingpin.,287767.0,6.628,11.242,7557761.0,2121476.0,"['Action', 'Crime', 'Drama', 'Thriller']","['rape', 'kidnapping', 'brothel', 'pimp', 'investigation', 'villain', 'fistfight', 'rape victim', 'beaten to death', 'teenage girl', 'female protagonist', 'cruelty', 'brutality', 'teenage prostitute', 'sex trafficking', 'anger', 'tough girl', 'female police officer', 'one woman army', 'female detective', 'misogyny', 'child trafficking', 'misogynist', 'tough cop', 'police agent', 'child prostitution', 'abduction', 'knocked unconscious', 'forced into prostitution', 'evil man', 'self justice', 'woman wrapped in a towel']","['Rani Mukerji', 'Tahir Raj Bhasin', 'Anant Vidhaat Sharma']",Pradeep Sarkar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/A5xP8gKA4NwL9dG0AodQtQSRucB.jpg
